id,title,price,promo_price,url
3188096,Конструктор LEGO DUPLO Princess Ледяной замок 10899,4499,2699,https://www.detmir.ru/product/index/id/3188096/
3596878,Конструктор LEGO Disney Princess Книга сказочных приключений Ариэль Белль Золушки и Тианы 43193,1999,1479,https://www.detmir.ru/product/index/id/3596878/
3596772,Конструктор LEGO Friends Тренировка лошади и прицеп для перевозки 41441,2499,1499,https://www.detmir.ru/product/index/id/3596772/
3405635,Конструктор LEGO Harry Potter Учёба в Хогвартсе Урок заклинаний 76385,2799,2199,https://www.detmir.ru/product/index/id/3405635/
3596781,Конструктор LEGO Friends Лесной дом на колесах и парусная лодка 41681,4499,2549,https://www.detmir.ru/product/index/id/3596781/
3596973,Конструктор LEGO Ninjago Сверхзвуковой самолёт 71739,8499,5349,https://www.detmir.ru/product/index/id/3596973/
3244598,Конструктор LEGO Harry Potter Тисовая улица дом 4 75968,6499,3899,https://www.detmir.ru/product/index/id/3244598/
3244479,Конструктор LEGO DUPLO Шаровой таран 10932,4999,3069,https://www.detmir.ru/product/index/id/3244479/
3405645,Конструктор LEGO Technic Фронтальный погрузчик 42116,899,699,https://www.detmir.ru/product/index/id/3405645/
618981,Конструктор LEGO Classic Строительная пластина зеленого цвета (10700),699,449,https://www.detmir.ru/product/index/id/618981/
3244553,Конструктор LEGO Super Heroes Человек-Паук Засада на веномозавра 76151,7499,4869,https://www.detmir.ru/product/index/id/3244553/
3596717,Конструктор LEGO DUPLO Disney Дом и кафе Минни 10942,4499,2909,https://www.detmir.ru/product/index/id/3596717/
3405592,Конструктор LEGO City Great Vehicles Трактор 60287,1499,969,https://www.detmir.ru/product/index/id/3405592/
3405636,Конструктор LEGO Minecraft Коралловый риф 21164,999,689,https://www.detmir.ru/product/index/id/3405636/
3596779,Конструктор LEGO Friends Лесной водопад 41677,799,529,https://www.detmir.ru/product/index/id/3596779/
3226704,Конструктор LEGO Ninjago Тропический внедорожник 71700,799,529,https://www.detmir.ru/product/index/id/3226704/
3396151,Конструктор LEGO Star Wars Малыш 75318,7499,4539,https://www.detmir.ru/product/index/id/3396151/
3597031,Конструктор LEGO Super Heroes Железный Человек Тони Старка на Сакааре 76194,2999,1839,https://www.detmir.ru/product/index/id/3597031/
3596927,Конструктор LEGO Super Mario Небесный мир лакиту 71389,3699,2399,https://www.detmir.ru/product/index/id/3596927/
3596767,Конструктор LEGO Minecraft Современный домик на дереве 21174,11499,6899,https://www.detmir.ru/product/index/id/3596767/
3597048,Конструктор LEGO Speed Champions McLaren Elva 76902,1799,1139,https://www.detmir.ru/product/index/id/3597048/
3226627,Конструктор LEGO Technic Драгстер 42103,1699,1099,https://www.detmir.ru/product/index/id/3226627/
3405634,Конструктор LEGO Harry Potter Учёба в Хогвартсе Урок травологии 76384,2799,1649,https://www.detmir.ru/product/index/id/3405634/
3498471,Конструктор LEGO Disney Princess Райя и Дворец сердца 43181,7499,4499,https://www.detmir.ru/product/index/id/3498471/
3594629,Конструктор LEGO Super Heroes Бэтмен против Джокера погоня на Бэтмобиле 76180,2799,2299,https://www.detmir.ru/product/index/id/3594629/
3226604,Конструктор LEGO Friends Городская больница Хартлейк Сити 41394,5499,3389,https://www.detmir.ru/product/index/id/3226604/
3597019,Конструктор LEGO Ninjago Храм Бескрайнего моря 71755,9999,6079,https://www.detmir.ru/product/index/id/3597019/
3226677,Конструктор LEGO City Great Vehicles Машина для очистки улиц 60249,749,519,https://www.detmir.ru/product/index/id/3226677/
3226603,Конструктор LEGO Friends Соревнование кондитеров 41393,3599,2339,https://www.detmir.ru/product/index/id/3226603/
3405601,Конструктор LEGO DC Super Heroes Монстр-трак Человека-Паука против Мистерио 76174,4699,2729,https://www.detmir.ru/product/index/id/3405601/
3597022,Конструктор LEGO Star Wars Имперский бронированный корвет типа Мародер 75311,3699,3299,https://www.detmir.ru/product/index/id/3597022/
3777768,Конструктор LEGO Минифигурки в непрозрачной упаковке (Сюрприз) 71031,279,249,https://www.detmir.ru/product/index/id/3777768/
3405546,Конструктор LEGO Disney Princess Книга сказочных приключений Эльзы и Нока 43189,1699,1099,https://www.detmir.ru/product/index/id/3405546/
3226709,Конструктор LEGO Ninjago Скоростные машины Джея и Ллойда 71709,2599,1739,https://www.detmir.ru/product/index/id/3226709/
3596800,Конструктор LEGO Friends Волшебное колесо обозрения и горка 41689,5499,3129,https://www.detmir.ru/product/index/id/3596800/
